Ripe_fruit,TGS2620,TGS2610,TGS2602,MQ4,MQ5,temp,humid
grape,277,26,240,239,7,22,32
grape,214,23,191,185,7,22,32
grape,233,24,205,211,8,22,32
grape,217,25,174,182,12,22,32
grape,225,24,190,202,10,22,32
grape,234,26,199,203,8,22,32
grape,216,24,190,196,8,22,32
grape,215,24,188,189,7,22,32
grape,235,26,199,205,8,22,32
grape,224,25,202,199,9,22,32
grape,214,25,200,193,9,22,32
grape,209,24,198,187,7,22,32
grape,224,24,199,202,9,22,32
grape,240,26,197,204,9,22,32
grape,210,26,180,180,9,22,32
grape,241,26,188,202,9,22,32
grape,212,24,185,189,6,22,32
grape,203,24,188,177,9,22,32
grape,229,24,191,200,11,22,32
grape,220,25,202,194,8,22,32
grape,229,24,203,202,9,22,32
grape,241,25,211,212,10,22,32
grape,224,25,201,200,9,22,32
grape,223,25,192,194,10,22,32
grape,207,24,179,191,9,22,32
grape,221,23,188,169,10,22,32
grape,242,25,197,197,10,22,32
grape,221,25,198,198,9,22,32
grape,229,25,167,185,10,22,32
grape,230,26,201,199,9,22,32
grape,203,25,175,183,11,22,32
grape,200,23,192,179,10,22,32
grape,226,25,207,200,12,22,32
grape,206,24,176,174,11,22,32
grape,207,24,194,170,13,22,32
grape,222,26,197,196,11,22,32
grape,203,24,173,177,11,22,32
grape,221,25,194,196,12,22,32
grape,231,24,191,194,14,22,32
grape,195,24,183,181,11,22,32
grape,207,29,182,182,11,22,32
grape,223,24,189,198,12,22,32
grape,237,25,199,202,12,22,32
grape,207,25,188,182,12,22,32
grape,207,25,177,184,13,22,32
grape,203,25,177,176,12,22,32
grape,213,25,177,182,12,22,32
grape,211,25,194,187,12,22,32
grape,209,25,192,182,12,22,32
grape,222,25,202,198,12,22,32
grape,213,25,190,185,12,22,32
grape,213,25,167,186,13,22,32
grape,210,25,187,182,11,22,32
grape,219,25,189,191,11,22,32
grape,205,25,167,179,15,22,32
grape,230,28,199,191,13,22,32
grape,201,25,175,177,12,22,32
grape,223,26,198,205,13,22,32
grape,222,25,173,181,13,22,32
grape,217,25,185,191,16,22,32
grape,234,27,193,206,15,22,32
grape,225,23,184,190,14,22,32
grape,217,25,188,192,14,22,32
grape,213,28,186,191,14,22,32
grape,206,23,180,181,14,22,32
grape,189,26,163,173,14,22,32
grape,191,25,166,179,16,22,32
grape,208,27,174,175,13,22,32
grape,187,23,178,176,16,22,32
grape,201,25,176,171,15,22,32
grape,226,24,193,206,15,22,32
grape,209,25,180,172,14,22,32
grape,211,26,179,185,15,22,32
grape,214,25,188,187,15,22,32
grape,196,25,180,178,16,22,32
grape,223,26,191,187,16,22,32
grape,217,26,191,182,14,22,32
grape,189,25,168,167,15,22,32
grape,217,24,194,190,16,22,32
grape,197,25,171,164,16,22,32
grape,223,25,196,193,16,22,32
grape,183,26,167,166,16,22,32
grape,217,26,197,195,16,22,32
grape,208,25,187,184,16,22,32
grape,200,26,192,177,17,22,32
grape,205,26,190,185,16,22,32
grape,199,26,170,173,15,22,32
grape,228,26,190,198,18,22,32
grape,186,26,164,166,20,22,32
grape,208,26,179,181,18,22,32
grape,224,25,199,195,17,22,32
grape,200,26,190,181,17,22,32
grape,199,24,177,170,19,22,32
grape,206,25,175,182,15,22,32
grape,211,25,183,184,16,22,32
grape,219,26,197,202,19,22,32
grape,209,25,198,188,17,22,32
grape,202,25,175,178,18,22,32
grape,199,24,175,178,18,22,32
grape,205,25,187,187,18,22,32
grape,214,26,198,193,18,22,32
grape,190,25,171,164,19,22,32
grape,233,26,188,190,20,22,32
grape,204,27,183,178,17,22,32
grape,186,26,175,180,18,22,32
grape,213,26,184,188,20,22,32
grape,201,26,181,184,19,22,32
grape,190,27,172,173,19,22,32
grape,188,25,147,161,20,22,32
grape,188,26,159,163,20,22,32
grape,187,27,170,150,19,22,32
grape,201,25,161,179,22,22,32
grape,192,25,176,170,20,22,32
grape,215,26,189,184,19,22,32
grape,200,28,174,179,19,22,32
grape,204,26,181,173,20,22,32
grape,208,25,184,184,21,22,32
grape,190,25,170,163,22,22,32
grape,213,26,186,186,23,22,32
grape,188,27,169,167,21,22,32
grape,213,25,192,187,22,22,32
grape,190,26,152,175,19,22,32
grape,198,28,182,179,20,22,32
grape,185,26,176,169,21,22,32
grape,169,25,157,155,20,22,32
grape,194,25,173,176,22,22,32
grape,205,26,168,183,20,22,32
grape,178,27,151,157,20,22,32
grape,195,26,173,180,21,22,32
grape,179,26,162,163,22,22,32
grape,180,28,158,168,21,22,32
grape,209,27,171,180,22,22,32
grape,168,27,145,155,20,22,32
grape,201,25,170,177,22,22,32
grape,165,25,152,165,24,22,32
grape,208,25,169,181,22,22,32
grape,160,27,148,137,21,22,32
grape,197,27,170,173,21,22,32
grape,173,26,146,162,26,22,32
grape,188,27,157,163,22,22,32
grape,193,27,163,168,23,22,32
grape,168,26,135,172,22,22,32
grape,195,25,169,179,22,22,32
grape,195,26,176,163,23,22,32
grape,175,26,160,148,24,22,32
grape,185,27,165,171,23,22,32
grape,181,26,178,160,24,22,32
grape,181,27,173,155,22,22,32
grape,193,27,171,179,24,22,32
grape,172,30,161,142,23,22,32
grape,168,28,162,163,24,22,32
grape,188,27,161,165,24,22,32
grape,176,28,157,155,23,22,32
grape,180,28,162,168,23,22,32
grape,186,29,165,165,24,22,32
grape,160,27,155,158,24,22,32
grape,178,25,154,157,25,22,32
grape,189,27,166,167,24,22,32
grape,207,25,176,178,27,22,32
grape,190,27,164,172,24,22,32
grape,173,27,153,143,24,22,32
grape,168,26,159,148,24,22,32
grape,191,27,167,168,24,22,32
grape,201,27,172,182,25,22,32
grape,203,26,168,185,25,22,32
grape,185,26,165,166,27,22,32
grape,165,27,150,161,25,22,32
grape,174,25,147,146,25,22,32
grape,180,28,160,157,25,22,32
grape,193,28,168,177,25,22,32
grape,162,25,152,140,26,22,32
grape,183,27,172,159,25,22,32
grape,182,27,157,160,26,22,32
grape,167,26,134,140,24,22,32
grape,183,26,160,162,25,22,32
grape,179,27,163,165,24,22,32
grape,157,27,154,146,26,22,32
grape,169,29,151,148,25,22,32
grape,183,26,166,162,25,22,32
grape,162,27,162,143,26,22,32
grape,191,28,162,172,27,22,32
grape,149,26,150,138,28,22,32
grape,181,27,164,157,25,22,32
grape,161,27,153,163,27,22,32
grape,174,27,163,158,26,22,32
grape,181,26,162,166,28,22,32
grape,228,29,202,195,27,22,32
grape,190,26,165,167,25,22,32
grape,167,27,151,151,28,22,32
grape,185,27,165,165,27,22,32
grape,163,27,154,153,27,22,32
grape,167,27,146,148,28,22,32
grape,155,28,148,152,27,22,32
grape,172,28,144,145,27,22,32
grape,169,27,151,149,27,22,32
grape,175,26,160,166,27,22,32
grape,188,27,179,173,28,22,32
grape,185,28,163,167,28,22,32
grape,186,29,165,164,29,22,32
grape,189,28,168,169,28,22,32
grape,185,28,167,166,29,22,32
grape,187,28,167,172,29,22,32
grape,186,29,161,163,28,22,32
grape,197,27,159,175,29,22,32
grape,189,28,164,174,31,22,32
grape,183,27,174,170,29,22,32
grape,182,27,178,164,27,22,32
grape,197,28,163,181,29,22,32
grape,187,30,169,165,29,22,32
grape,163,27,144,156,31,22,32
grape,193,27,134,148,30,22,32
grape,177,27,161,163,29,22,32
grape,192,27,178,167,28,22,32
grape,175,27,153,150,31,22,32
grape,159,28,151,148,29,22,32
grape,167,27,163,151,30,22,32
grape,193,27,166,178,31,22,32
grape,197,25,168,174,31,22,32
grape,199,26,160,161,30,22,32
grape,209,26,167,173,32,22,32
grape,182,26,161,169,29,22,32
grape,179,26,161,158,31,22,32
grape,190,27,166,166,30,22,32
grape,191,27,170,167,31,22,32
grape,178,27,165,159,31,22,32
grape,170,26,149,155,30,22,32
grape,180,27,150,149,29,22,32
grape,201,26,160,173,31,22,32
grape,183,30,166,162,31,22,32
grape,178,26,154,160,33,22,32
grape,175,28,165,156,31,22,32
grape,181,27,156,162,31,22,32
grape,186,27,162,163,31,22,32
grape,184,27,162,161,31,22,32
grape,168,29,154,155,31,22,32
grape,170,28,152,147,31,22,32
grape,161,27,154,115,33,22,32
grape,187,27,164,169,32,22,32
grape,163,26,144,145,29,22,32
grape,194,25,161,193,33,22,32
grape,153,25,151,131,34,22,32
grape,184,27,175,166,32,22,32
grape,180,27,155,155,34,22,32
grape,163,27,137,147,32,22,32
grape,181,26,177,165,32,22,32
grape,179,26,156,155,31,22,32
grape,155,27,143,142,32,22,32
grape,188,27,162,167,32,22,32
grape,170,27,145,155,32,22,32
grape,171,27,146,143,32,22,32
grape,194,26,173,164,31,22,32
grape,172,28,153,153,32,22,32
grape,159,25,136,148,34,22,32
grape,189,27,160,169,33,22,32
grape,175,27,150,159,33,22,32
grape,162,27,141,142,33,22,32
grape,187,27,164,165,33,22,32
grape,169,27,143,150,34,22,32
grape,164,28,164,159,31,22,32
grape,181,27,165,165,31,22,32
grape,188,26,161,158,35,22,32
grape,153,26,164,140,35,22,32
grape,194,27,162,171,35,22,32
grape,167,27,146,165,34,22,32
grape,177,27,155,162,34,22,32
grape,178,28,167,155,33,22,32
grape,162,25,137,142,35,22,32
grape,187,27,163,166,36,22,32
grape,161,26,152,144,34,22,32
grape,184,27,167,160,32,22,32
grape,177,27,155,152,34,22,32
grape,165,26,145,146,36,22,32
grape,152,27,139,140,34,22,32
grape,160,27,152,138,36,22,32
grape,180,27,139,165,34,22,32
grape,165,27,145,148,36,22,32
grape,170,27,150,150,36,22,32
grape,169,28,154,149,35,22,32
grape,165,27,143,141,34,22,32
grape,166,28,132,158,36,22,32
grape,177,26,158,163,35,22,32
grape,180,28,172,153,34,22,32
grape,159,26,143,137,36,22,32
grape,162,28,149,144,35,22,32
grape,163,28,145,141,36,22,32
grape,166,28,140,145,36,22,32
grape,170,28,146,144,34,22,32
grape,160,28,140,143,33,22,32
grape,185,27,159,165,35,22,32
grape,182,27,182,156,34,22,32
grape,160,29,150,148,33,22,32
grape,168,28,149,149,33,22,32
grape,191,26,163,169,36,22,32
grape,161,27,165,143,36,22,32
grape,169,26,151,157,36,22,32
grape,184,27,162,165,36,22,32
grape,159,28,144,154,35,22,32
grape,176,28,161,157,36,22,32
grape,176,30,159,158,36,22,32
grape,167,29,146,144,37,22,32
grape,173,28,159,163,35,22,32
grape,177,28,144,121,35,22,32
grape,190,28,169,168,37,22,32
grape,154,28,142,134,37,22,32
grape,179,27,172,151,37,22,32
grape,160,26,156,140,36,22,32
grape,168,28,148,143,37,22,32
grape,188,27,171,164,37,22,32
grape,165,26,154,154,39,22,32
grape,156,27,145,133,37,22,32
grape,190,25,163,163,37,22,32
grape,177,25,156,161,38,22,32
grape,167,27,160,151,37,22,32
grape,149,27,135,146,37,22,32
grape,153,26,134,141,40,22,32
grape,165,27,142,141,38,22,32
grape,181,27,163,170,39,22,32
grape,178,29,165,161,38,22,32
grape,167,28,149,151,38,22,32
grape,149,27,138,141,38,22,32
grape,178,28,153,162,37,22,32
grape,179,27,162,162,39,22,32
grape,164,30,154,143,38,22,32
grape,173,27,147,154,38,22,32
grape,178,25,161,155,38,22,32
grape,179,26,161,159,37,22,32
grape,153,28,132,142,38,22,32
grape,185,25,160,152,38,22,32
grape,163,28,147,159,38,22,32
grape,169,27,149,151,38,22,32
grape,179,25,143,155,39,22,32
grape,177,27,153,156,38,22,32
grape,176,28,138,160,40,22,32
grape,191,27,170,161,38,22,32
grape,168,27,158,147,38,22,32
grape,166,27,136,147,37,22,32
grape,190,26,164,156,38,22,32
grape,147,27,143,146,39,22,32
grape,166,30,148,148,38,22,32
grape,174,28,159,154,39,22,32
grape,173,29,148,150,37,22,32
grape,158,30,127,139,38,22,32
grape,176,28,160,162,39,22,32
grape,164,28,146,147,39,22,32
grape,177,27,157,161,39,22,32
grape,164,27,137,134,38,22,32
grape,188,26,159,168,38,22,32
grape,163,29,142,148,38,22,32
grape,180,28,160,160,38,22,32
grape,170,26,149,147,38,22,32
grape,157,26,140,158,39,22,32
grape,172,26,148,151,39,22,32
grape,193,28,163,173,39,22,32
grape,161,27,149,145,39,22,32
grape,170,27,135,148,39,22,32
grape,165,27,154,166,42,22,32
grape,177,27,161,163,38,22,32
grape,180,28,159,156,39,22,32
grape,174,27,166,155,41,22,32
grape,173,27,155,153,39,22,32
grape,174,27,151,145,41,22,32
grape,155,27,152,139,39,22,32
grape,164,26,150,143,40,22,32
grape,166,29,156,151,40,22,32
grape,186,28,159,165,39,22,32
grape,174,28,154,157,40,22,32
grape,153,27,144,127,40,22,32
grape,180,27,158,160,41,22,32
grape,174,28,157,154,40,22,32
grape,180,29,157,159,40,22,32
grape,158,28,144,146,39,22,32
grape,179,26,161,159,39,22,32
grape,171,27,147,151,38,22,32
grape,153,28,136,119,38,22,32
grape,172,27,149,156,40,22,32
grape,183,27,166,163,39,22,32
grape,163,27,138,132,40,22,32
grape,179,27,160,158,42,22,32
grape,172,30,156,156,40,22,32
grape,146,28,137,142,40,22,32
grape,187,27,161,170,42,22,32
grape,165,28,149,147,40,22,32
grape,173,27,145,148,40,22,32
grape,188,28,162,169,41,22,32
grape,185,27,160,160,42,22,32
grape,162,28,145,144,41,22,32
grape,156,25,128,143,41,22,32
grape,172,30,156,153,40,22,32
grape,180,27,159,158,42,22,32
grape,179,28,160,156,40,22,32
grape,171,28,157,151,39,22,32
grape,162,28,152,151,41,22,32
grape,145,26,152,132,41,22,32
grape,148,27,152,131,39,22,32
grape,160,28,134,139,41,22,32
grape,159,28,145,142,40,22,32
grape,160,26,139,146,42,22,32
grape,166,28,151,151,40,22,32
grape,189,28,162,170,40,22,32
grape,188,30,166,171,41,22,32
grape,169,27,155,155,42,22,32
grape,155,26,140,136,41,22,32
grape,164,28,145,149,41,22,32
grape,184,27,174,157,39,22,32
grape,173,27,145,150,42,22,32
grape,167,27,148,140,42,22,32
grape,184,30,172,156,41,22,32
grape,161,27,148,148,39,22,32
grape,175,28,160,159,39,22,32
grape,159,27,154,146,42,22,32
grape,182,28,151,157,41,22,32
grape,163,28,152,144,41,22,32
grape,171,27,160,158,42,22,32
grape,150,28,141,136,41,22,32
grape,181,27,158,153,43,22,32
grape,163,28,145,170,41,22,32
grape,164,28,144,147,41,22,32
grape,191,28,168,164,42,22,32
grape,173,27,157,156,41,22,32
grape,158,30,147,140,41,22,32
grape,151,28,138,143,42,22,32
grape,166,28,145,145,42,22,32
grape,177,27,151,154,44,22,32
grape,179,30,154,160,42,22,32
grape,178,29,159,167,42,22,32
grape,195,28,153,155,45,22,32
grape,157,28,157,140,44,22,32
grape,161,28,154,145,42,22,32
grape,191,27,170,164,42,22,32
grape,181,27,152,148,42,22,32
grape,158,29,144,144,44,22,32
grape,160,28,145,129,43,22,32
grape,149,27,143,129,44,22,32
grape,153,26,139,139,42,22,32
grape,175,27,154,160,42,22,32
grape,175,27,156,156,44,22,32
grape,162,28,139,129,42,22,32
grape,186,29,159,170,42,22,32
grape,157,28,138,137,41,22,32
grape,158,27,139,140,43,22,32
grape,190,30,159,172,41,22,32
grape,165,28,144,146,44,22,32
grape,171,27,153,156,42,22,32
grape,163,27,131,146,41,22,32
grape,188,28,171,161,43,22,32
grape,171,28,157,157,43,22,32
grape,156,28,143,142,44,22,32
grape,162,29,146,138,42,22,32
grape,161,30,146,141,45,22,32
grape,174,28,154,149,43,22,32
grape,173,29,160,159,45,22,32
grape,161,28,141,146,43,22,32
grape,177,28,176,159,43,22,32
grape,139,28,146,121,43,22,32
grape,182,28,157,161,43,22,32
grape,172,29,151,152,44,22,32
grape,149,28,145,144,44,22,32
grape,183,28,157,161,43,22,32
grape,181,30,158,162,41,22,32
grape,167,30,141,154,44,22,32
grape,163,30,156,156,44,22,32
grape,166,29,150,150,42,22,32
grape,163,28,149,143,43,22,32
grape,152,30,146,137,43,22,32
grape,179,29,158,173,45,22,32
grape,159,28,141,140,47,22,32
grape,170,28,161,162,42,22,32
grape,161,29,137,142,43,22,32
grape,185,27,166,161,42,22,32
grape,143,28,152,125,41,22,32
grape,187,27,169,168,46,22,32
grape,173,28,136,151,46,22,32
grape,152,28,136,135,44,22,32
grape,171,28,152,150,43,22,32
grape,193,27,163,164,43,22,32
grape,189,29,157,171,41,22,32
grape,176,30,157,155,45,22,32
grape,154,28,148,137,43,22,32
grape,176,28,152,152,44,22,32
grape,173,27,145,151,44,22,32
grape,175,28,160,160,44,22,32
grape,163,27,145,146,47,22,32
grape,152,30,132,165,42,22,32
grape,176,29,159,159,44,22,32
grape,187,27,155,173,45,22,32
grape,172,29,169,155,44,22,32
grape,163,29,149,143,43,22,32
grape,162,27,143,153,43,22,32
grape,151,27,134,142,44,22,32
grape,162,28,138,140,44,22,32
grape,141,29,150,139,44,22,32
grape,172,29,155,155,45,22,32
grape,180,29,161,160,46,22,32
grape,161,28,142,145,45,22,32
grape,154,30,148,127,44,22,32
grape,151,27,144,134,47,22,32
grape,169,28,149,149,44,22,32
grape,181,28,158,162,43,22,32
grape,191,28,163,164,47,22,32
grape,167,28,158,149,44,22,32
grape,165,29,132,137,45,22,32
grape,162,30,138,136,44,22,32
grape,163,28,146,145,43,22,32
grape,189,29,163,170,44,22,32
grape,164,30,143,137,44,22,32
grape,166,27,149,157,44,22,32
grape,163,27,144,143,45,22,32
grape,180,27,157,158,45,22,32
grape,166,29,154,144,44,22,32
grape,127,29,142,136,44,22,32
grape,165,28,148,144,43,22,32
grape,173,28,163,157,43,22,32
grape,155,27,148,139,44,22,32
grape,157,29,141,135,42,22,32
grape,173,27,158,148,45,22,32
grape,176,31,154,151,45,22,32
grape,162,31,133,153,46,22,32
grape,164,28,143,136,44,22,32
grape,159,29,138,142,45,22,32
grape,163,29,140,139,45,22,32
grape,161,29,140,143,45,22,32
grape,164,30,143,145,43,22,32
grape,169,31,158,162,44,22,32
grape,182,30,159,162,44,22,32
grape,177,29,156,155,44,22,32
grape,177,29,150,162,45,22,32
grape,170,30,154,172,43,22,32
grape,183,29,150,151,46,22,32
grape,184,29,159,150,44,22,32
grape,206,29,160,162,44,22,32
grape,168,29,166,155,44,22,32
grape,170,29,158,153,44,22,32
grape,153,29,138,144,46,22,32
grape,143,30,131,139,45,22,32
grape,150,28,140,136,43,22,32
grape,158,29,128,148,47,22,32
grape,158,29,137,138,45,22,32
grape,156,29,140,139,45,22,32
grape,159,27,142,143,45,22,32
grape,162,28,139,142,44,22,32
grape,166,29,147,151,46,22,32
grape,161,29,148,144,47,22,32
grape,166,28,143,146,45,22,32
grape,185,29,152,161,45,22,32
grape,172,31,151,163,45,22,32
grape,152,29,146,133,45,22,32
grape,155,32,134,130,45,22,32
grape,171,29,147,147,45,22,32
grape,170,30,158,155,45,22,32
grape,147,28,138,136,44,22,32
grape,174,29,153,160,45,22,32
grape,142,29,141,125,45,22,32
grape,177,29,152,157,46,22,32
grape,161,29,143,143,46,22,32
grape,145,27,130,143,46,22,32
grape,154,29,136,140,46,22,32
grape,163,29,148,143,45,22,32
grape,144,29,133,130,46,22,32
grape,150,31,150,132,46,22,32
grape,169,29,148,139,45,22,32
grape,166,29,156,152,46,22,32
grape,160,29,138,152,45,22,32
grape,154,30,143,130,43,22,32
grape,177,29,155,159,47,22,32
grape,159,28,144,142,46,22,32
grape,166,29,153,140,45,22,32
grape,160,29,135,148,46,22,32
grape,157,30,149,160,46,22,32
grape,139,29,138,139,45,22,32
grape,208,27,159,160,46,22,32
grape,148,29,132,131,46,22,32
grape,186,29,155,162,46,22,32
grape,148,30,130,128,45,22,32
grape,181,30,155,164,46,22,32
grape,148,31,139,133,47,22,32
grape,171,28,159,154,45,22,32
grape,150,30,143,125,45,22,32
grape,177,30,170,154,48,22,32
grape,166,30,159,143,46,22,32
grape,159,29,119,151,47,22,32
grape,150,29,137,135,46,22,32
grape,160,32,139,145,46,22,32
grape,155,29,138,137,46,22,32
grape,146,29,135,141,45,22,32
grape,157,27,139,142,45,22,32
grape,152,31,143,142,45,22,32
grape,166,31,148,145,45,22,32
grape,163,28,154,144,46,22,32
grape,159,29,137,141,47,22,32
grape,143,31,122,140,48,22,32
grape,156,30,128,147,46,22,32
grape,172,31,149,151,46,22,32
grape,150,31,137,136,46,22,32
grape,143,28,133,137,47,22,32
grape,167,31,148,155,47,22,32
grape,149,29,120,145,46,22,32
grape,162,30,148,141,45,22,32
grape,142,30,126,127,45,22,32
grape,158,30,146,136,48,22,32
grape,167,29,152,148,47,22,32
grape,147,29,123,143,46,22,32
grape,153,30,140,135,46,22,32
grape,166,29,141,144,48,22,32
grape,179,29,153,148,45,22,32
grape,161,30,138,146,47,22,32
grape,136,29,127,139,48,22,32
grape,146,31,127,136,46,22,32
grape,149,31,134,131,49,22,32
grape,162,30,137,147,47,22,32
grape,175,30,145,151,49,22,32
grape,156,29,156,144,48,22,32
grape,162,31,156,151,46,22,32
grape,167,30,148,144,45,22,32
grape,163,30,145,150,46,22,32
grape,160,30,144,147,47,22,32
grape,163,30,162,146,47,22,32
grape,166,27,161,158,48,22,32
grape,175,31,147,153,46,22,32
grape,150,29,144,136,47,22,32
grape,147,29,132,124,47,22,32
grape,164,29,149,146,47,22,32
grape,158,30,147,134,46,22,32
grape,144,31,139,142,47,22,32
grape,143,32,118,138,47,22,32
grape,147,30,129,133,46,22,32
grape,156,31,146,138,46,22,32
grape,154,30,147,143,47,22,32
grape,150,30,130,138,45,22,32
grape,130,29,125,122,47,22,32
grape,148,30,132,134,47,22,32
grape,149,30,143,139,47,22,32
grape,166,30,137,145,48,22,32
grape,127,31,129,135,48,22,32
grape,136,30,123,120,47,22,32
grape,150,30,133,143,48,22,32
grape,170,31,139,157,47,22,32
grape,179,31,146,158,49,22,32
grape,162,29,143,141,47,22,32
grape,158,31,156,136,47,22,32
grape,153,30,150,142,47,22,32
grape,154,30,146,135,46,22,32
grape,154,30,141,145,47,22,32
grape,162,32,143,145,47,22,32
grape,155,30,143,139,47,22,32
grape,163,30,137,148,48,22,32
grape,160,30,139,142,49,22,32
grape,176,30,156,162,47,22,32
grape,153,30,122,136,46,22,32
grape,141,29,128,141,48,22,32
grape,159,31,146,144,45,22,32
grape,176,29,145,153,46,22,32
grape,163,29,144,150,49,22,32
grape,157,29,139,137,47,22,32
grape,128,30,121,119,47,22,32
grape,146,31,129,128,47,22,32
grape,166,30,149,146,46,22,32
grape,165,29,152,145,47,22,32
grape,136,30,134,124,47,22,32
grape,165,30,142,149,47,22,32
grape,142,31,131,124,48,22,32
grape,173,31,155,150,47,22,32
grape,153,30,136,140,48,22,32
grape,164,30,139,146,45,22,32
grape,163,32,147,147,46,22,32
grape,140,32,137,129,47,22,32
grape,154,31,137,133,47,22,32
grape,171,30,144,152,48,22,32
grape,162,31,144,144,47,22,32
grape,155,30,140,137,48,22,32
grape,154,30,131,129,46,22,32
grape,149,30,136,138,48,22,32
grape,143,29,138,138,49,22,32
grape,162,30,140,143,47,22,32
grape,144,30,134,135,46,22,32
grape,139,31,130,130,47,22,32
grape,144,30,125,146,51,22,32
grape,145,31,137,134,46,22,32
grape,163,32,137,146,46,22,32
grape,150,30,145,141,48,22,32
grape,169,30,153,152,46,22,32
grape,157,31,143,145,48,22,32
grape,145,29,137,126,48,22,32
grape,139,31,131,123,46,22,32
grape,145,30,114,132,48,22,32
grape,149,30,136,132,47,22,32
grape,163,31,144,147,50,22,32
grape,149,30,142,144,48,22,32
grape,149,30,119,125,48,22,32
grape,161,30,139,143,47,22,32
grape,162,31,154,148,46,23,35
grape,157,31,141,138,48,23,35
grape,155,30,130,133,47,23,35
grape,139,30,113,132,53,23,35
grape,148,29,129,122,50,23,35
grape,150,31,133,129,48,23,35
grape,156,31,140,136,48,23,35
grape,158,31,138,142,50,23,35
grape,171,31,155,151,47,23,35
grape,164,29,159,153,48,23,35
grape,167,30,150,148,47,23,35
grape,174,31,145,158,48,23,35
grape,165,31,149,140,50,23,35
grape,140,31,129,123,48,23,35
grape,167,31,153,148,49,23,35
grape,148,29,133,131,48,23,35
grape,143,30,126,137,48,23,35
grape,162,31,145,146,48,23,35
grape,170,31,153,150,48,23,35
grape,154,32,139,137,47,23,35
grape,135,31,121,135,46,23,35
grape,137,31,143,129,50,23,35
grape,141,31,152,124,49,23,35
grape,149,31,134,137,49,23,35
grape,160,31,148,150,49,23,35
grape,174,29,149,155,49,23,35
grape,160,31,141,142,50,23,35
grape,157,31,135,142,49,23,35
grape,148,32,125,141,47,23,35
grape,140,29,127,127,47,23,35
grape,135,31,125,128,48,23,35
grape,164,29,140,147,48,23,35
grape,167,31,150,143,48,23,35
grape,147,29,145,139,49,23,35
grape,147,31,130,128,48,23,35
grape,154,31,145,133,48,23,35
grape,166,32,158,145,48,23,35
grape,153,29,144,144,50,23,35
grape,134,31,128,129,48,23,35
grape,147,31,139,150,52,23,35
grape,136,33,121,145,47,23,35
grape,145,30,133,132,47,23,35
grape,156,31,141,133,48,23,35
grape,166,32,147,154,48,23,35
grape,142,31,130,122,47,23,35
grape,140,31,136,112,48,23,35
grape,170,31,147,140,50,23,35
grape,164,31,144,150,48,23,35
grape,155,31,141,139,49,23,35
grape,142,31,141,138,47,23,35
grape,132,30,130,115,48,23,35
grape,147,31,130,125,48,23,35
grape,144,32,132,121,48,23,35
grape,168,34,153,147,48,23,35
grape,175,29,145,159,50,23,35
grape,160,31,139,145,48,23,35
grape,125,31,130,124,47,23,35
grape,147,31,132,130,48,23,35
grape,170,32,151,149,50,23,35
grape,166,30,146,152,48,23,35
grape,160,32,145,140,49,23,35
grape,152,29,123,134,49,23,35
grape,147,31,125,135,49,23,35
grape,128,31,128,117,48,23,35
banana,140,29,131,120,47,23,35
banana,140,33,115,128,49,23,35
banana,147,31,122,135,48,23,35
banana,160,32,145,145,48,23,35
banana,163,31,145,152,48,23,35
banana,133,32,114,133,48,23,35
banana,151,31,141,132,50,23,35
banana,158,31,144,145,48,23,35
banana,175,31,154,163,48,23,35
banana,140,32,127,127,49,23,35
banana,157,31,133,123,49,23,35
banana,165,31,150,146,49,23,35
banana,137,30,126,134,49,23,35
banana,152,33,127,135,48,23,35
banana,163,31,151,143,49,23,35
banana,157,31,123,135,48,23,35
banana,163,31,146,152,50,23,35
banana,147,34,136,132,49,23,35
banana,165,30,148,145,48,23,35
banana,138,30,120,128,45,23,35
banana,155,30,136,144,49,23,35
banana,164,31,143,144,49,23,35
banana,140,32,122,129,48,23,35
banana,174,29,139,154,49,23,35
banana,145,31,131,133,49,23,35
banana,144,34,125,129,49,23,35
banana,172,31,143,145,49,23,35
banana,143,29,121,129,51,23,35
banana,161,34,151,142,47,23,35
banana,146,32,137,129,48,23,35
banana,154,34,146,140,49,23,35
banana,144,32,133,137,49,23,35
banana,172,31,149,150,50,23,35
banana,140,32,127,134,49,23,35
banana,136,32,128,124,49,23,35
banana,158,32,144,143,49,23,35
banana,164,31,148,149,48,23,35
banana,164,31,145,150,50,23,35
banana,144,31,135,130,47,23,35
banana,150,33,118,117,49,23,35
banana,158,32,142,143,49,23,35
banana,168,32,142,149,49,23,35
banana,173,30,148,151,48,23,35
banana,170,31,143,154,49,23,35
banana,169,31,148,158,47,23,35
banana,159,32,156,145,49,23,35
banana,157,32,142,146,49,23,35
banana,133,32,126,124,50,23,35
banana,147,31,134,131,49,23,35
banana,175,32,154,153,49,23,35
banana,152,33,133,137,49,23,35
banana,150,31,131,129,49,23,35
banana,141,30,128,128,51,23,35
banana,165,33,143,148,48,23,35
banana,159,32,146,148,51,23,35
banana,153,31,124,118,49,23,35
banana,155,32,146,138,49,23,35
banana,152,33,126,135,47,23,35
banana,163,31,137,150,49,23,35
banana,157,32,132,141,48,23,35
banana,161,32,141,139,47,23,35
banana,135,30,127,125,49,23,35
banana,145,32,152,133,47,23,35
banana,164,32,142,148,49,23,35
banana,144,32,118,125,49,23,35
banana,150,32,142,137,49,23,35
banana,163,32,150,158,48,23,35
banana,161,32,142,144,50,23,35
